,Date,Symbol,Category,Quantity
76,2009-09-16 16:00:00,DGX,BUY,100.0
77,2009-09-23 16:00:00,DGX,SELL,100.0
78,2009-05-01 16:00:00,DLTR,BUY,100.0
79,2009-05-08 16:00:00,DLTR,SELL,100.0
80,2008-05-01 16:00:00,DNR,BUY,100.0
81,2008-05-08 16:00:00,DNR,SELL,100.0
82,2008-08-05 16:00:00,DNR,BUY,100.0
83,2008-08-12 16:00:00,DNR,SELL,100.0
84,2008-08-11 16:00:00,DO,BUY,100.0
85,2008-08-18 16:00:00,DO,SELL,100.0
86,2009-06-05 16:00:00,DTV,BUY,100.0
87,2009-06-12 16:00:00,DTV,SELL,100.0
88,2009-05-04 16:00:00,DV,BUY,100.0
89,2009-05-11 16:00:00,DV,SELL,100.0
90,2008-05-16 16:00:00,EA,BUY,100.0
91,2008-05-23 16:00:00,EA,SELL,100.0
92,2009-06-05 16:00:00,EFX,BUY,100.0
93,2009-06-12 16:00:00,EFX,SELL,100.0
94,2009-08-28 16:00:00,EW,BUY,100.0
95,2009-09-04 16:00:00,EW,SELL,100.0
96,2008-05-19 16:00:00,EXPE,BUY,100.0
97,2008-05-27 16:00:00,EXPE,SELL,100.0
98,2009-09-17 16:00:00,F,BUY,100.0
99,2009-09-24 16:00:00,F,SELL,100.0
100,2009-05-07 16:00:00,FDO,BUY,100.0
101,2009-05-14 16:00:00,FDO,SELL,100.0
102,2009-05-29 16:00:00,FLIR,BUY,100.0
103,2009-06-05 16:00:00,FLIR,SELL,100.0
104,2008-08-05 16:00:00,FLS,BUY,100.0
105,2008-08-12 16:00:00,FLS,SELL,100.0
106,2008-08-11 16:00:00,FSLR,BUY,100.0
107,2008-08-18 16:00:00,FSLR,SELL,100.0
108,2009-03-18 16:00:00,GIS,BUY,100.0
109,2009-03-25 16:00:00,GIS,SELL,100.0
110,2009-05-06 16:00:00,GME,BUY,100.0
111,2009-05-13 16:00:00,GME,SELL,100.0
112,2008-02-26 16:00:00,GOOG,BUY,100.0
113,2008-03-04 16:00:00,GOOG,SELL,100.0
114,2009-08-28 16:00:00,GT,BUY,100.0
115,2009-09-04 16:00:00,GT,SELL,100.0
116,2009-12-28 16:00:00,HAR,BUY,100.0
117,2009-12-30 16:00:00,HAR,SELL,100.0
118,2009-08-25 16:00:00,HCBK,BUY,100.0
119,2009-09-01 16:00:00,HCBK,SELL,100.0
120,2009-03-24 16:00:00,HRB,BUY,100.0
121,2009-03-31 16:00:00,HRB,SELL,100.0
122,2009-01-06 16:00:00,ICE,BUY,100.0
123,2009-01-13 16:00:00,ICE,SELL,100.0
124,2008-05-01 16:00:00,IFF,BUY,100.0
125,2008-05-08 16:00:00,IFF,SELL,100.0
126,2009-05-01 16:00:00,IFF,BUY,100.0
127,2009-05-08 16:00:00,IFF,SELL,100.0
128,2009-08-21 16:00:00,INTU,BUY,100.0
129,2009-08-28 16:00:00,INTU,SELL,100.0
130,2008-05-02 16:00:00,IP,BUY,100.0
131,2008-05-09 16:00:00,IP,SELL,100.0
132,2008-04-18 16:00:00,ISRG,BUY,100.0
133,2008-04-25 16:00:00,ISRG,SELL,100.0
134,2008-05-01 16:00:00,JDSU,BUY,100.0
135,2008-05-08 16:00:00,JDSU,SELL,100.0
136,2009-04-30 16:00:00,JEC,BUY,100.0
137,2009-05-07 16:00:00,JEC,SELL,100.0
138,2009-11-17 16:00:00,JEC,BUY,100.0
139,2009-11-24 16:00:00,JEC,SELL,100.0
140,2009-08-03 16:00:00,K,BUY,100.0
141,2009-08-10 16:00:00,K,SELL,100.0
142,2009-07-21 16:00:00,KEY,BUY,100.0
143,2009-07-28 16:00:00,KEY,SELL,100.0
144,2008-04-28 16:00:00,KFT,BUY,100.0
145,2008-05-05 16:00:00,KFT,SELL,100.0
146,2008-04-25 16:00:00,KO,BUY,100.0
147,2008-05-02 16:00:00,KO,SELL,100.0
148,2009-09-15 16:00:00,KR,BUY,100.0
149,2009-09-22 16:00:00,KR,SELL,100.0
150,2009-05-01 16:00:00,KSS,BUY,100.0
151,2009-05-08 16:00:00,KSS,SELL,100.0
152,2009-09-16 16:00:00,LH,BUY,100.0
153,2009-09-23 16:00:00,LH,SELL,100.0
154,2008-04-21 16:00:00,LLY,BUY,100.0
155,2008-04-28 16:00:00,LLY,SELL,100.0
156,2009-07-21 16:00:00,LMT,BUY,100.0
157,2009-07-28 16:00:00,LMT,SELL,100.0
158,2009-07-24 16:00:00,LMT,BUY,100.0
159,2009-07-31 16:00:00,LMT,SELL,100.0
160,2009-04-30 16:00:00,MCD,BUY,100.0
161,2009-05-07 16:00:00,MCD,SELL,100.0
162,2009-07-23 16:00:00,MCD,BUY,100.0
163,2009-07-30 16:00:00,MCD,SELL,100.0
164,2008-04-28 16:00:00,MMM,BUY,100.0
165,2008-05-05 16:00:00,MMM,SELL,100.0
166,2009-05-29 16:00:00,MNST,BUY,100.0
167,2009-06-05 16:00:00,MNST,SELL,100.0
168,2009-06-05 16:00:00,MNST,BUY,100.0
169,2009-06-12 16:00:00,MNST,SELL,100.0
170,2008-08-06 16:00:00,MOLX,BUY,100.0
171,2008-08-13 16:00:00,MOLX,SELL,100.0
172,2009-09-10 16:00:00,MON,BUY,100.0
173,2009-09-17 16:00:00,MON,SELL,100.0
174,2008-08-11 16:00:00,MOS,BUY,100.0
175,2008-08-18 16:00:00,MOS,SELL,100.0
176,2009-08-28 16:00:00,MOS,BUY,100.0
177,2009-09-04 16:00:00,MOS,SELL,100.0
178,2009-04-30 16:00:00,MYL,BUY,100.0
179,2009-05-07 16:00:00,MYL,SELL,100.0
180,2009-09-11 16:00:00,NEE,BUY,100.0
181,2009-09-18 16:00:00,NEE,SELL,100.0
182,2008-08-05 16:00:00,NEM,BUY,100.0
183,2008-08-12 16:00:00,NEM,SELL,100.0
184,2008-08-11 16:00:00,NEM,BUY,100.0
185,2008-08-18 16:00:00,NEM,SELL,100.0
186,2009-04-16 16:00:00,NEM,BUY,100.0
187,2009-04-23 16:00:00,NEM,SELL,100.0
188,2009-12-21 16:00:00,NEM,BUY,100.0
189,2009-12-29 16:00:00,NEM,SELL,100.0
190,2009-05-07 16:00:00,NFLX,BUY,100.0
191,2009-05-14 16:00:00,NFLX,SELL,100.0
192,2009-08-28 16:00:00,NTRS,BUY,100.0
193,2009-09-04 16:00:00,NTRS,SELL,100.0
194,2009-05-08 16:00:00,NVDA,BUY,100.0
195,2009-05-15 16:00:00,NVDA,SELL,100.0
196,2008-04-28 16:00:00,NWL,BUY,100.0
197,2008-05-05 16:00:00,NWL,SELL,100.0
198,2008-05-01 16:00:00,OI,BUY,100.0
199,2008-05-08 16:00:00,OI,SELL,100.0
200,2008-08-08 16:00:00,OKE,BUY,100.0
201,2008-08-15 16:00:00,OKE,SELL,100.0
202,2009-05-07 16:00:00,ORCL,BUY,100.0
203,2009-05-14 16:00:00,ORCL,SELL,100.0
204,2009-05-08 16:00:00,ORLY,BUY,100.0
205,2009-05-15 16:00:00,ORLY,SELL,100.0
206,2009-09-11 16:00:00,ORLY,BUY,100.0
207,2009-09-18 16:00:00,ORLY,SELL,100.0
208,2009-04-17 16:00:00,PBCT,BUY,100.0
209,2009-04-24 16:00:00,PBCT,SELL,100.0
210,2009-05-07 16:00:00,PBI,BUY,100.0
211,2009-05-14 16:00:00,PBI,SELL,100.0
212,2008-04-21 16:00:00,PEP,BUY,100.0
213,2008-04-28 16:00:00,PEP,SELL,100.0
214,2009-12-21 16:00:00,PG,BUY,100.0
215,2009-12-29 16:00:00,PG,SELL,100.0
216,2009-08-28 16:00:00,PM,BUY,100.0
217,2009-09-04 16:00:00,PM,SELL,100.0
218,2009-07-24 16:00:00,PNC,BUY,100.0
219,2009-07-31 16:00:00,PNC,SELL,100.0
220,2008-05-06 16:00:00,PRGO,BUY,100.0
221,2008-05-13 16:00:00,PRGO,SELL,100.0
222,2009-01-06 16:00:00,PRGO,BUY,100.0
223,2009-01-13 16:00:00,PRGO,SELL,100.0
224,2009-01-06 16:00:00,RAI,BUY,100.0
225,2009-01-13 16:00:00,RAI,SELL,100.0
226,2008-05-01 16:00:00,RDC,BUY,100.0
227,2008-05-08 16:00:00,RDC,SELL,100.0
228,2008-05-19 16:00:00,RF,BUY,100.0
229,2008-05-27 16:00:00,RF,SELL,100.0
230,2009-07-21 16:00:00,RF,BUY,100.0
231,2009-07-28 16:00:00,RF,SELL,100.0
232,2009-05-07 16:00:00,ROST,BUY,100.0
233,2009-05-14 16:00:00,ROST,SELL,100.0
234,2008-08-06 16:00:00,S,BUY,100.0
235,2008-08-13 16:00:00,S,SELL,100.0
236,2008-05-02 16:00:00,SEE,BUY,100.0
237,2008-05-09 16:00:00,SEE,SELL,100.0
238,2008-04-21 16:00:00,SHLD,BUY,100.0
239,2008-04-28 16:00:00,SHLD,SELL,100.0
240,2009-09-10 16:00:00,SHW,BUY,100.0
241,2009-09-17 16:00:00,SHW,SELL,100.0
242,2008-05-02 16:00:00,SIAL,BUY,100.0
243,2008-05-09 16:00:00,SIAL,SELL,100.0
244,2009-12-21 16:00:00,SIAL,BUY,100.0
245,2009-12-29 16:00:00,SIAL,SELL,100.0
246,2009-04-29 16:00:00,SRCL,BUY,100.0
247,2009-05-06 16:00:00,SRCL,SELL,100.0
248,2008-05-02 16:00:00,STJ,BUY,100.0
249,2008-05-09 16:00:00,STJ,SELL,100.0
250,2009-04-30 16:00:00,STJ,BUY,100.0
251,2009-05-07 16:00:00,STJ,SELL,100.0
252,2009-07-22 16:00:00,STJ,BUY,100.0
253,2009-07-29 16:00:00,STJ,SELL,100.0
254,2008-04-28 16:00:00,SUN,BUY,100.0
255,2008-05-05 16:00:00,SUN,SELL,100.0
256,2009-07-23 16:00:00,SWY,BUY,100.0
257,2009-07-30 16:00:00,SWY,SELL,100.0
258,2009-05-07 16:00:00,SYMC,BUY,100.0
259,2009-05-14 16:00:00,SYMC,SELL,100.0
260,2008-08-05 16:00:00,TAP,BUY,100.0
261,2008-08-12 16:00:00,TAP,SELL,100.0
262,2009-12-14 16:00:00,TAP,BUY,100.0
263,2009-12-21 16:00:00,TAP,SELL,100.0
264,2008-04-01 16:00:00,TDC,BUY,100.0
265,2008-04-08 16:00:00,TDC,SELL,100.0
266,2009-04-13 16:00:00,TDC,BUY,100.0
267,2009-04-20 16:00:00,TDC,SELL,100.0
268,2009-05-07 16:00:00,TRV,BUY,100.0
269,2009-05-14 16:00:00,TRV,SELL,100.0
270,2009-07-20 16:00:00,TSN,BUY,100.0
271,2009-07-27 16:00:00,TSN,SELL,100.0
272,2009-04-29 16:00:00,TSS,BUY,100.0
273,2009-05-06 16:00:00,TSS,SELL,100.0
274,2009-12-23 16:00:00,TWC,BUY,100.0
275,2009-12-30 16:00:00,TWC,SELL,100.0
276,2009-09-17 16:00:00,TXN,BUY,100.0
277,2009-09-24 16:00:00,TXN,SELL,100.0
278,2008-05-16 16:00:00,URBN,BUY,100.0
279,2008-05-23 16:00:00,URBN,SELL,100.0
280,2009-04-29 16:00:00,VFC,BUY,100.0
281,2009-05-06 16:00:00,VFC,SELL,100.0
282,2008-05-06 16:00:00,VMC,BUY,100.0
283,2008-05-13 16:00:00,VMC,SELL,100.0
284,2009-05-07 16:00:00,VZ,BUY,100.0
285,2009-05-14 16:00:00,VZ,SELL,100.0
286,2009-09-17 16:00:00,VZ,BUY,100.0
287,2009-09-24 16:00:00,VZ,SELL,100.0
288,2009-05-08 16:00:00,WEC,BUY,100.0
289,2009-05-15 16:00:00,WEC,SELL,100.0
290,2008-08-06 16:00:00,WFM,BUY,100.0
291,2008-08-13 16:00:00,WFM,SELL,100.0
292,2009-09-14 16:00:00,WMT,BUY,100.0
293,2009-09-21 16:00:00,WMT,SELL,100.0
294,2008-05-02 16:00:00,WPO,BUY,100.0
295,2008-05-09 16:00:00,WPO,SELL,100.0
296,2009-05-04 16:00:00,WPO,BUY,100.0
297,2009-05-11 16:00:00,WPO,SELL,100.0
298,2009-05-07 16:00:00,XLNX,BUY,100.0
299,2009-05-14 16:00:00,XLNX,SELL,100.0
300,2009-12-14 16:00:00,XOM,BUY,100.0
301,2009-12-21 16:00:00,XOM,SELL,100.0
